self.average,other.average,self.detected,other.detected,mean.logFC.cohen,min.logFC.cohen,median.logFC.cohen,max.logFC.cohen,rank.logFC.cohen,mean.AUC,min.AUC,median.AUC,max.AUC,rank.AUC,mean.logFC.detected,min.logFC.detected,median.logFC.detected,max.logFC.detected,rank.logFC.detected,gene,cluster
2.5296887329748556,2.0437714152786923,0.9957983193277311,0.9831625888716046,1.3325260343888825,1.3325260343888825,1.3325260343888825,1.3325260343888825,31,0.8369410801569914,0.8369410801569912,0.8369410801569912,0.8369410801569912,17,0.04001252652674402,0.04001252652674402,0.04001252652674402,0.04001252652674402,9306,mt-Co3,Collecting Duct
1.3263052839644816,0.6707774299003129,0.8487394957983193,0.5422546934002932,1.4764157004530853,1.4764157004530853,1.4764157004530853,1.4764157004530853,21,0.8336513688569982,0.8336513688569984,0.8336513688569984,0.8336513688569984,18,1.204112000222869,1.2041120002228687,1.2041120002228687,1.2041120002228687,3180,Ctsd,Collecting Duct
0.7455861185486242,0.12051972450130864,0.6911764705882353,0.1371296035113969,1.6287903567798716,1.6287903567798714,1.6287903567798714,1.6287903567798714,15,0.8293292961883891,0.8293292961883894,0.8293292961883894,0.8293292961883894,19,3.75025268458925,3.75025268458925,3.75025268458925,3.75025268458925,173,Krt7,Collecting Duct
1.113229649079742,0.5340540695519187,0.8361344537815126,0.4566715176082806,1.467790614930587,1.467790614930587,1.467790614930587,1.467790614930587,23,0.829254051190677,0.8292540511906769,0.8292540511906769,0.8292540511906769,20,1.3358445742255787,1.3358445742255787,1.3358445742255787,1.3358445742255787,2452,Ldhb,Collecting Duct
0.9380692237952499,0.28809169288306563,0.7457983193277311,0.31836086341522746,1.485481222078677,1.485481222078677,1.485481222078677,1.485481222078677,19,0.819484240687679,0.8194842406876791,0.8194842406876791,0.8194842406876791,21,2.0071050247781113,2.0071050247781113,2.0071050247781113,2.0071050247781113,1166,Cystm1,Collecting Duct
2.469379841883891,2.019084416057432,0.9957983193277311,0.9735639149399185,1.2175177158093524,1.2175177158093526,1.2175177158093526,1.2175177158093526,45,0.8170583419614265,0.8170583419614263,0.8170583419614263,0.8170583419614263,22,0.04001252652674402,0.04001252652674402,0.04001252652674402,0.04001252652674402,9306,mt-Nd1,Collecting Duct
2.2808346018550867,1.7677320940430628,0.9894957983193278,0.9527338983706419,1.2296005621627335,1.2296005621627335,1.2296005621627335,1.2296005621627335,41,0.8137204738628975,0.8137204738628976,0.8137204738628976,0.8137204738628976,23,0.10063000059102721,0.10063000059102721,0.10063000059102721,0.10063000059102721,8973,mt-Cytb,Collecting Duct
0.7378365810074355,0.07173697849210112,0.6239495798319328,0.08166694190728584,1.4854789039021183,1.4854789039021186,1.4854789039021186,1.4854789039021186,20,0.807201247261082,0.8072012472610821,0.8072012472610821,0.8072012472610821,24,5.188232126592275,5.188232126592274,5.188232126592274,5.188232126592274,20,Krt18,Collecting Duct
0.7233460896324961,0.32884518713818084,0.6596638655462185,0.2987525219835153,1.4996550987133455,1.4996550987133452,1.4996550987133452,1.4996550987133452,18,0.8071229924634612,0.8071229924634611,0.8071229924634611,0.8071229924634611,25,3.26817666046843,3.26817666046843,3.26817666046843,3.26817666046843,313,Lgals3,Collecting Duct
0.685903225918269,0.05540395379389121,0.6302521008403361,0.06756017109071209,1.5192809433090466,1.5192809433090464,1.5192809433090464,1.5192809433090464,16,0.8040560063566974,0.8040560063566974,0.8040560063566974,0.8040560063566974,26,4.087188528120222,4.087188528120221,4.087188528120221,4.087188528120221,110,Tspan1,Collecting Duct
0.7346445063689534,0.11154071043596406,0.6533613445378151,0.12275182638712476,1.4560726941890556,1.4560726941890558,1.4560726941890558,1.4560726941890558,24,0.8036015265705138,0.8036015265705136,0.8036015265705136,0.8036015265705136,27,3.2543868677652337,3.2543868677652332,3.2543868677652332,3.2543868677652332,318,Tmem213,Collecting Duct
2.291408445743751,0.8101335780616503,0.9914040114613181,0.4827554481105958,3.1233393285982602,3.1233393285982607,3.1233393285982607,3.1233393285982607,1,0.9609750191694582,0.960975019169458,0.960975019169458,0.960975019169458,1,1.825575715607108,1.8255757156071075,1.8255757156071075,1.8255757156071075,770,Ifitm3,Endothelial
1.9541918301701047,0.2986262150144381,0.9369627507163324,0.26667891493595897,2.8288305168861037,2.8288305168861037,2.8288305168861037,2.8288305168861037,2,0.9499576254086123,0.9499576254086122,0.9499576254086122,0.9499576254086122,2,2.8966885306110965,2.896688530611096,2.896688530611096,2.896688530611096,199,Ly6c1,Endothelial
2.9344973572272854,1.630038281040819,1,0.8890165353454265,2.1608413382173244,2.160841338217325,2.160841338217325,2.160841338217325,6,0.935701602163122,0.935701602163122,0.935701602163122,0.935701602163122,3,0.13750352374993477,0.13750352374993477,0.13750352374993477,0.13750352374993477,5650,B2m,Endothelial
2.5552104768044135,1.3845712763047124,0.997134670487106,0.7664378293304726,2.2963671089720186,2.2963671089720186,2.2963671089720186,2.2963671089720186,3,0.9338048347390936,0.9338048347390936,0.9338048347390936,0.9338048347390936,4,0.5410507527480756,0.5410507527480755,0.5410507527480755,0.5410507527480755,3393,Ly6a,Endothelial
2.136977364979051,1.0947900616047872,0.994269340974212,0.7088582401738912,2.0849020092286783,2.0849020092286787,2.0849020092286787,2.0849020092286787,8,0.9131421768432946,0.9131421768432947,0.9131421768432947,0.9131421768432947,5,0.9618135516629379,0.9618135516629378,0.9618135516629378,0.9618135516629378,2062,Ly6e,Endothelial
1.2892290576510137,0.27418550057651836,0.9111747851002865,0.2628163540943772,2.1695560792013118,2.1695560792013118,2.1695560792013118,2.1695560792013118,5,0.9068061665119657,0.9068061665119658,0.9068061665119658,0.9068061665119658,6,2.382798038082751,2.3827980380827514,2.3827980380827514,2.3827980380827514,403,Ifi44,Endothelial
1.5458620756158734,0.3951628545873468,0.9255014326647565,0.28769061562767295,2.2375156657398914,2.237515665739891,2.237515665739891,2.237515665739891,4,0.904445296420356,0.904445296420356,0.904445296420356,0.904445296420356,7,2.6566729136594565,2.656672913659457,2.656672913659457,2.656672913659457,282,Ifi203,Endothelial
1.6398894054708681,0.5698124206000765,0.9197707736389685,0.3246031242787202,2.0672906625790906,2.0672906625790906,2.0672906625790906,2.0672906625790906,9,0.9003490859195288,0.9003490859195287,0.9003490859195287,0.9003490859195287,8,1.7921698338477472,1.7921698338477474,1.7921698338477474,1.7921698338477474,778,Sparc,Endothelial
1.798138815449266,0.47840648957192566,0.9283667621776505,0.3382865704620064,2.0515588671996174,2.0515588671996174,2.0515588671996174,2.0515588671996174,10,0.895849307881674,0.895849307881674,0.895849307881674,0.895849307881674,9,1.7314882635982438,1.7314882635982436,1.7314882635982436,1.7314882635982436,884,Iigp1,Endothelial
2.5588417155502126,0.9929011892449968,0.9914040114613181,0.6819492202753099,1.9145352570344119,1.9145352570344119,1.9145352570344119,1.9145352570344119,11,0.8926005892086041,0.8926005892086041,0.8926005892086041,0.8926005892086041,10,0.6880721918571728,0.6880721918571728,0.6880721918571728,0.6880721918571728,3002,Rsad2,Endothelial
1.7081663575293657,0.6438803060117868,0.9340974212034384,0.5176952990501437,1.8716313410676615,1.8716313410676613,1.8716313410676613,1.8716313410676613,13,0.8894729407966422,0.8894729407966423,0.8894729407966423,0.8894729407966423,11,0.9537034173379195,0.9537034173379196,0.9537034173379196,0.9537034173379196,2071,H2-D1,Endothelial
1.129235513061144,0.2680684378884106,0.8022922636103151,0.2462989521635474,2.1126945007223425,2.1126945007223425,2.1126945007223425,2.1126945007223425,7,0.8885548246499051,0.8885548246499052,0.8885548246499052,0.8885548246499052,12,3.844555150581089,3.844555150581089,3.844555150581089,3.844555150581089,30,Slfn5,Endothelial
1.0362053517867411,0.04775922685880802,0.8166189111747852,0.05240210000874186,1.8964338395983558,1.8964338395983562,1.8964338395983562,1.8964338395983562,12,0.8762056580168691,0.8762056580168691,0.8762056580168691,0.8762056580168691,13,3.169430274288773,3.169430274288773,3.169430274288773,3.169430274288773,125,Flt1,Endothelial
1.029426572426722,0.04219434813467684,0.805157593123209,0.040942161181247286,1.7161577768688283,1.7161577768688285,1.7161577768688285,1.7161577768688285,15,0.8572682513418621,0.857268251341862,0.857268251341862,0.857268251341862,14,2.7621909382265137,2.7621909382265137,2.7621909382265137,2.7621909382265137,244,Egfl7,Endothelial
1.9158967940823652,1.0283029583953598,0.9799426934097422,0.7183341850094284,1.5318698255735101,1.53186982557351,1.53186982557351,1.53186982557351,25,0.8555631784979215,0.8555631784979216,0.8555631784979216,0.8555631784979216,15,0.4869909163289346,0.48699091632893465,0.48699091632893465,0.48699091632893465,4426,Timp3,Endothelial
1.0126325357742298,0.0721101692503004,0.7650429799426935,0.06976750356162366,1.7314820178313464,1.7314820178313461,1.7314820178313461,1.7314820178313461,14,0.8535655191896365,0.8535655191896364,0.8535655191896364,0.8535655191896364,16,3.1916166448454537,3.191616644845454,3.191616644845454,3.191616644845454,122,Gpr116,Endothelial
1.5681011936830171,0.6109628203540463,0.9398280802292264,0.521399408434783,1.5409996367715058,1.5409996367715055,1.5409996367715055,1.5409996367715055,24,0.852556600347068,0.8525566003470681,0.8525566003470681,0.8525566003470681,17,0.8811613395159296,0.8811613395159295,0.8811613395159295,0.8811613395159295,2200,Gbp7,Endothelial
0.9680246592740933,0.03602523510261719,0.7564469914040114,0.03739615054329742,1.7056480108572545,1.7056480108572545,1.7056480108572545,1.7056480108572545,16,0.8522741030711491,0.8522741030711489,0.8522741030711489,0.8522741030711489,18,3.5905018574696235,3.5905018574696235,3.5905018574696235,3.5905018574696235,53,Emcn,Endothelial
1.089707788267351,0.4937397832392014,0.8166189111747852,0.4531473969254836,1.6628405872731555,1.6628405872731555,1.6628405872731555,1.6628405872731555,18,0.8489144033253966,0.8489144033253965,0.8489144033253965,0.8489144033253965,19,1.6604166268009162,1.660416626800916,1.660416626800916,1.660416626800916,923,Cd81,Endothelial
0.918432038711467,0.26309808607706286,0.7392550143266475,0.20478742240875045,1.6639488942780785,1.6639488942780785,1.6639488942780785,1.6639488942780785,17,0.8473606683078413,0.8473606683078413,0.8473606683078413,0.8473606683078413,20,3.4056413342380205,3.4056413342380214,3.4056413342380214,3.4056413342380214,74,Ly6c2,Endothelial
1.159307339139816,0.5559017226777871,0.8252148997134671,0.507425310070341,1.5880168698408352,1.5880168698408352,1.5880168698408352,1.5880168698408352,21,0.8425884821824933,0.8425884821824933,0.8425884821824933,0.8425884821824933,21,1.4585836352708168,1.458583635270817,1.458583635270817,1.458583635270817,1148,Laptm4a,Endothelial
1.0005306770852445,0.055796880559256086,0.7650429799426935,0.05834052643827757,1.646787108827802,1.6467871088278025,1.6467871088278025,1.6467871088278025,19,0.8415089390209454,0.8415089390209451,0.8415089390209451,0.8415089390209451,22,2.869688549958092,2.869688549958092,2.869688549958092,2.869688549958092,209,Gimap4,Endothelial
1.0471483489783513,0.3182589284311239,0.7421203438395415,0.2228000149232851,1.5785289825377813,1.5785289825377813,1.5785289825377813,1.5785289825377813,22,0.83995520400339,0.83995520400339,0.83995520400339,0.83995520400339,23,2.7330978981047456,2.733097898104746,2.733097898104746,2.733097898104746,263,Tm4sf1,Endothelial
1.0881278436637043,0.29994375791731104,0.8022922636103151,0.2767009607281648,1.5477323421195364,1.5477323421195366,1.5477323421195366,1.5477323421195366,23,0.8368780015335567,0.8368780015335566,0.8368780015335566,0.8368780015335566,24,2.259592649859933,2.259592649859933,2.259592649859933,2.259592649859933,470,Gvin1,Endothelial
1.498594237583583,0.433230705710194,0.9025787965616046,0.3732834912124836,1.472482626783071,1.472482626783071,1.472482626783071,1.472482626783071,35,0.835566407038218,0.8355664070382178,0.8355664070382178,0.8355664070382178,25,1.1061940698908665,1.1061940698908663,1.1061940698908663,1.1061940698908663,1839,Ifit2,Endothelial
1.6587169139596205,1.511715454277275,0.9828080229226361,0.92082677388313094,1.345265217160822,1.345265217160822,1.345265217160822,1.345265217160822,42,0.831904031639695,0.8319040316396948,0.8319040316396948,0.8319040316396948,26,0.2770483508763137,0.2770483508763137,0.2770483508763137,0.2770483508763137,5074,Itm2b,Endothelial
1.1009100797529832,0.3082714983257918,0.805157593123209,0.28123423935485803,1.4864481244111956,1.4864481244111956,1.4864481244111956,1.4864481244111956,33,0.8313390370878564,0.8313390370878566,0.8313390370878566,0.8313390370878566,27,2.264691278755697,2.264691278755697,2.264691278755697,2.264691278755697,468,Gm4070,Endothelial
1.136413794855335,0.3347416272662098,0.7879656160458453,0.31225889617285923,1.5254189660815436,1.5254189660815436,1.5254189660815436,1.5254189660815436,26,0.8296642318091932,0.8296642318091932,0.8296642318091932,0.8296642318091932,28,1.7743940465729062,1.774394046572906,1.774394046572906,1.774394046572906,863,Slfn2,Endothelial
1.1696793944980464,0.43635496118843276,0.833810888252149,0.44521521730694336,1.4571941382587996,1.4571941382587998,1.4571941382587998,1.4571941382587998,36,0.828049961661084,0.828049961661084,0.828049961661084,0.828049961661084,29,1.2558166851013395,1.2558166851013395,1.2558166851013395,1.2558166851013395,1461,Cd47,Endothelial
0.9421754697576379,0.11755747212724524,0.7449856733524355,0.12717758380080302,1.5191466121667707,1.5191466121667707,1.5191466121667707,1.5191466121667707,27,0.8280297832842327,0.8280297832842326,0.8280297832842326,0.8280297832842326,30,2.7386052626025386,2.7386052626025386,2.7386052626025386,2.7386052626025386,261,Gbp4,Endothelial
1.3572625759989685,0.31232125891843476,0.7134670487106017,0.2273698448107527,1.6114933641121019,1.611493364112102,1.611493364112102,1.611493364112102,20,0.8277170184430364,0.8277170184430365,0.8277170184430365,0.8277170184430365,31,2.5893732399945546,2.589373239994555,2.589373239994555,2.589373239994555,306,Igfbp5,Endothelial
0.9262301387960769,0.20110212624350765,0.7478510028653295,0.19647280551913177,1.4733094204345751,1.4733094204345754,1.4733094204345754,1.4733094204345754,34,0.8259514104685418,0.8259514104685419,0.8259514104685419,0.8259514104685419,32,2.5741666816931743,2.5741666816931743,2.5741666816931743,2.5741666816931743,312,Phf11d,Endothelial
1.187310706307769,0.30910780426924445,0.7851002865329512,0.2883069887610284,1.4934907065783596,1.4934907065783596,1.4934907065783596,1.4934907065783596,32,0.8256588240041971,0.8256588240041971,0.8256588240041971,0.8256588240041971,33,1.4212616575553019,1.4212616575553019,1.4212616575553019,1.4212616575553019,1193,Id3,Endothelial
1.0395742918676065,0.10368669766849721,0.7163323782234957,0.12227050729088501,1.5110264899053267,1.511026489905327,1.511026489905327,1.511026489905327,29,0.8240344646676621,0.8240344646676622,0.8240344646676622,0.8240344646676622,34,2.7756714335576906,2.7756714335576906,2.7756714335576906,2.7756714335576906,235,Ppap2b,Endothelial
1.0155493256971821,0.05278649055993627,0.7277936962750716,0.057992384708332075,1.5004692905858592,1.5004692905858592,1.5004692905858592,1.5004692905858592,30,0.8239638403486823,0.8239638403486824,0.8239638403486824,0.8239638403486824,35,2.6177783913677,2.6177783913676995,2.6177783913676995,2.6177783913676995,304,Ppap2a,Endothelial
1.1325459319408675,0.30844129151058436,0.7363896848137536,0.25250927980743554,1.4992833407759312,1.4992833407759312,1.4992833407759312,1.4992833407759312,31,0.8216635053876268,0.8216635053876267,0.8216635053876267,0.8216635053876267,36,2.1370571925741455,2.1370571925741455,2.1370571925741455,2.1370571925741455,544,Nrp1,Endothelial
0.926086157963084,0.258730378532003,0.7650429799426935,0.22480768120989275,1.4253484194688146,1.4253484194688146,1.4253484194688146,1.4253484194688146,38,0.8171939949150493,0.8171939949150491,0.8171939949150491,0.8171939949150491,37,2.454651050679248,2.454651050679248,2.454651050679248,2.454651050679248,368,Mndal,Endothelial
0.7583818400477551,0.044529986975422264,0.6561604584527221,0.04964087810091626,1.5186831424591096,1.5186831424591096,1.5186831424591096,1.5186831424591096,28,0.8096775495379153,0.8096775495379152,0.8096775495379152,0.8096775495379152,38,3.3873439295008647,3.3873439295008647,3.3873439295008647,3.3873439295008647,77,Slc43a3,Endothelial
0.7903128081820311,0.11395911420369956,0.6905444126074498,0.13322344208260906,1.409281506078048,1.409281506078048,1.409281506078048,1.409281506078048,39,0.8053391985148713,0.8053391985148715,0.8053391985148715,0.8053391985148715,39,2.630191488909302,2.630191488909302,2.630191488909302,2.630191488909302,301,Gbp9,Endothelial
1.574403715340226,1.0526859889970361,0.9512893982808023,0.7151225199889117,1.2538705346531458,1.2538705346531458,1.2538705346531458,1.2538705346531458,49,0.8050970579926551,0.8050970579926551,0.8050970579926551,0.8050970579926551,40,0.5964909470961023,0.5964909470961024,0.5964909470961024,0.5964909470961024,3291,Isg15,Endothelial
2.310201598566686,1.7110494913210963,0.9577464788732394,0.8587414950455998,1.631604118280642,1.6316041182806422,1.6316041182806422,1.6316041182806422,2,0.8692278672032192,0.8692278672032193,0.8692278672032193,0.8692278672032193,1,0.5155405949401438,0.5155405949401438,0.5155405949401438,0.5155405949401438,4187,Gpx3,Injured Prox
1.5023353620128619,0.5169270896087785,0.795774647887324,0.41801024494194583,1.6219375909547793,1.6219375909547793,1.6219375909547793,1.6219375909547793,3,0.8386443661971831,0.8386443661971831,0.8386443661971831,0.8386443661971831,2,1.4035131640832001,1.4035131640832,1.4035131640832,1.4035131640832,1414,Lgals1,Injured Prox
0.7985202278414356,0.0468925658145483,0.6901408450704225,0.04545896856034871,1.6406993576867583,1.6406993576867586,1.6406993576867586,1.6406993576867586,1,0.832897384305835,0.832897384305835,0.832897384305835,0.832897384305835,3,4.153160118962908,4.153160118962907,4.153160118962907,4.153160118962907,37,Mki67,Injured Prox
0.8330426048768148,0.15295117671692648,0.7323943661971831,0.1739784479913479,1.5136960636599406,1.5136960636599404,1.5136960636599404,1.5136960636599404,4,0.82349094567404435,0.8234909456740442,0.8234909456740442,0.8234909456740442,4,2.44692375342923,2.44692375342923,2.44692375342923,2.44692375342923,356,Smc4,Injured Prox
1.2857763072235586,0.8509203089105835,0.8098591549295775,0.5796240697812659,1.3696372760243636,1.3696372760243636,1.3696372760243636,1.3696372760243636,6,0.8137323943661973,0.8137323943661972,0.8137323943661972,0.8137323943661972,5,1.2987951293398379,1.2987951293398379,1.2987951293398379,1.2987951293398379,1573,Acsm2,Injured Prox
0.7815146978067796,0.11869656812816877,0.7323943661971831,0.1486005637942789,1.3768755991295316,1.3768755991295316,1.3768755991295316,1.3768755991295316,5,0.8038355130784708,0.8038355130784708,0.8038355130784708,0.8038355130784708,6,1.8616045472937495,1.8616045472937492,1.8616045472937492,1.8616045472937492,733,Ccdc34,Injured Prox
3.018154430338135,1.33313305924541,1,0.7661194593845955,3.282844286760763,3.282844286760763,3.282844286760763,3.282844286760763,2,0.9873357354811362,0.9873357354811361,0.9873357354811361,0.9873357354811361,1,0.41759414060423683,0.4175941406042368,0.4175941406042368,0.4175941406042368,6170,Ly6a,LoH.DCT
2.081594421200671,0.3785034375576007,0.9857142857142858,0.3137461782855777,3.9058004455693487,3.905800445569349,3.905800445569349,3.905800445569349,1,0.9851632047477745,0.9851632047477745,0.9851632047477745,0.9851632047477745,2,2.62074792270262,2.62074792270262,2.62074792270262,2.62074792270262,732,Wfdc2,LoH.DCT
2.3286830192813452,1.1228474198688012,0.9892857142857143,0.7424652499465458,3.115383906338725,3.115383906338725,3.115383906338725,3.115383906338725,3,0.971110640101738,0.971110640101738,0.971110640101738,0.971110640101738,3,1.0008009838143634,1.0008009838143634,1.0008009838143634,1.0008009838143634,3505,Fxyd2,LoH.DCT
3.7119074465783473,1.2225429703564676,1,0.7675969845324733,2.905680339188975,2.9056803391889745,2.9056803391889745,2.9056803391889745,5,0.9633425180161085,0.9633425180161085,0.9633425180161085,0.9633425180161085,4,0.2869460497292617,0.2869460497292617,0.2869460497292617,0.2869460497292617,6527,Spp1,LoH.DCT
1.8452872065096253,0.6803270844583038,0.9642857142857143,0.5432543940571667,3.0978000317083674,3.097800031708368,3.097800031708368,3.097800031708368,4,0.9629292072912252,0.9629292072912251,0.9629292072912251,0.9629292072912251,5,2.0788751227552473,2.0788751227552473,2.0788751227552473,2.0788751227552473,1250,Atp1b1,LoH.DCT
1.4945782843569935,0.3586886597684091,0.9607142857142857,0.31165952655096907,2.7897341631721733,2.7897341631721733,2.7897341631721733,2.7897341631721733,6,0.9564593047901653,0.9564593047901653,0.9564593047901653,0.9564593047901653,6,2.5574476603459413,2.5574476603459413,2.5574476603459413,2.5574476603459413,834,Cd24a,LoH.DCT
2.3823001606513547,0.9710289204587094,0.9714285714285714,0.6131266361717711,2.319307092528806,2.319307092528806,2.319307092528806,2.319307092528806,9,0.9453105129292074,0.9453105129292073,0.9453105129292073,0.9453105129292073,7,1.2286996155579963,1.2286996155579963,1.2286996155579963,1.2286996155579963,2872,Clu,LoH.DCT
1.3543472931738336,0.5072632202081307,0.9321428571428572,0.4460039172347979,2.4864267211008326,2.4864267211008326,2.4864267211008326,2.4864267211008326,8,0.9323442136498519,0.9323442136498516,0.9323442136498516,0.9323442136498516,8,2.5946681609110693,2.594668160911069,2.594668160911069,2.594668160911069,735,Ldhb,LoH.DCT
1.2024376579881795,0.25919256409710545,0.8928571428571429,0.23499197061192367,2.5522217787554973,2.5522217787554973,2.5522217787554973,2.5522217787554973,7,0.931310936837643,0.9313109368376431,0.9313109368376431,0.9313109368376431,9,3.473141154763969,3.473141154763969,3.473141154763969,3.473141154763969,274,Mal,LoH.DCT
1.2887736128163327,0.39501263577016243,0.8714285714285714,0.3551645700115127,2.226234174794613,2.226234174794613,2.226234174794613,2.226234174794613,10,0.9076250529885544,0.9076250529885544,0.9076250529885544,0.9076250529885544,10,2.3409239273112394,2.3409239273112394,2.3409239273112394,2.3409239273112394,941,S100a1,LoH.DCT
2.2181578043458665,1.5942012658876705,0.9892857142857143,0.9322611404595129,1.918686588193662,1.918686588193662,1.918686588193662,1.918686588193662,15,0.903322382365409,0.9033223823654091,0.9033223823654091,0.9033223823654091,11,0.41930426437452706,0.41930426437452706,0.41930426437452706,0.41930426437452706,6124,mt-Nd4,LoH.DCT
2.302755523994082,1.6739023996273446,0.9892857142857143,0.9333078295503996,1.8965257088447542,1.8965257088447545,1.8965257088447545,1.8965257088447545,16,0.9029143704959728,0.9029143704959729,0.9029143704959729,0.9029143704959729,12,0.37949597167954974,0.3794959716795498,0.3794959716795498,0.3794959716795498,6279,mt-Nd2,LoH.DCT
